location,period,sex,total_prob,prob_cancer,prob_card,prob_resp,prob_diab
Indonesia,2005,Both sexes,26.8,11.6782,11.5148,3.2817,0.3253
Indonesia,2005,Female,23.3,9.7547,10.4171,2.7393,0.3889
Indonesia,2005,Male,30.4,12.8512,13.1857,3.2352,1.1279
Indonesia,2010,Both sexes,27.0,12.053,12.0543,2.43,0.4627
Indonesia,2010,Female,23.3,10.463,10.0767,2.097,0.6633
Indonesia,2010,Male,30.7,13.09,12.6049,3.4755,1.5296
Indonesia,2015,Both sexes,26.5,11.3777,11.3698,2.4374,1.3151
Indonesia,2015,Female,22.8,9.5637,9.3809,3.083,0.7724
Indonesia,2015,Male,30.3,13.2664,12.7901,3.0831,1.1604
Indonesia,2020,Both sexes,26.4,11.5689,11.3833,2.3787,1.0691
Indonesia,2020,Female,22.6,9.6766,9.7458,2.1701,1.0075
Indonesia,2020,Male,30.3,12.179,13.3882,3.6789,1.0539
Indonesia,2025,Both sexes,26.878,11.8705,11.5162,2.4059,1.0854
Indonesia,2025,Female,22.9618,9.8223,9.8927,2.215,1.0318
Indonesia,2025,Male,30.9111,12.5433,13.5361,3.7665,1.0652
Iran (Islamic Republic of),2000,Both sexes,23.9,10.5192,10.7517,2.3614,0.2677
Iran (Islamic Republic of),2000,Female,23.3,9.8617,10.3072,2.8399,0.2912
Iran (Islamic Republic of),2000,Male,24.5,10.8993,10.5627,2.205,0.833
Iran (Islamic Republic of),2005,Both sexes,21.5,9.547,9.5491,1.935,0.4689
Iran (Islamic Republic of),2005,Female,20.0,8.1967,8.7374,2.6367,0.4292
Iran (Islamic Republic of),2005,Male,22.8,9.3608,10.1038,2.2993,1.0361
Iran (Islamic Republic of),2010,Both sexes,18.0,8.0292,7.7249,1.6391,0.6068
Iran (Islamic Republic of),2010,Female,16.5,6.9493,6.6698,2.3155,0.5654
Iran (Islamic Republic of),2010,Male,19.4,8.1043,7.8104,3.2667,0.2186
Iran (Islamic Republic of),2015,Both sexes,15.1,6.6728,6.6461,1.359,0.4221
Iran (Islamic Republic of),2015,Female,13.9,5.6668,5.958,1.9822,0.293
Iran (Islamic Republic of),2015,Male,16.2,6.9141,6.8757,1.9878,0.4224
Iran (Islamic Republic of),2020,Both sexes,14.8,6.4418,6.2568,1.5581,0.5433
Iran (Islamic Republic of),2020,Female,13.7,6.0137,5.8976,1.2683,0.5204
Iran (Islamic Republic of),2020,Male,16.0,7.0699,6.5358,2.2221,0.1722
Iran (Islamic Republic of),2025,Both sexes,15.0308,6.5625,6.3287,1.5855,0.5541
Iran (Islamic Republic of),2025,Female,13.9859,6.1093,6.0525,1.2967,0.5274
Iran (Islamic Republic of),2025,Male,16.2625,7.2142,6.6147,2.2594,0.1742
Iraq,2000,Both sexes,24.2,9.7801,10.2663,3.6189,0.5347
Iraq,2000,Female,21.0,9.0097,8.9308,2.7285,0.331
Iraq,2000,Male,27.5,11.7747,12.1052,3.1942,0.4259
Iraq,2005,Both sexes,22.9,9.5668,9.9317,3.1151,0.2864
Iraq,2005,Female,19.9,8.3009,8.8203,2.4564,0.3224
Iraq,2005,Male,26.0,10.6737,11.4517,3.4618,0.4128
Iraq,2010,Both sexes,22.5,10.0887,9.4947,2.441,0.4756
Iraq,2010,Female,19.3,7.9444,7.8451,3.1195,0.391
Iraq,2010,Male,25.8,11.3498,10.7409,3.1424,0.5669
Iraq,2015,Both sexes,21.6,8.8677,8.8877,3.2233,0.6213
Iraq,2015,Female,18.6,7.577,8.345,1.9272,0.7508
Iraq,2015,Male,24.9,10.2944,10.0857,4.1041,0.4158
Iraq,2020,Both sexes,21.3,8.8771,8.5914,2.7876,1.0439
Iraq,2020,Female,18.3,7.3979,7.6728,2.9943,0.235
Iraq,2020,Male,24.6,10.8449,10.8886,2.214,0.6525
Iraq,2025,Both sexes,21.5743,8.9686,8.684,2.8652,1.0565
Iraq,2025,Female,18.6164,7.5136,7.7914,3.0736,0.2378
Iraq,2025,Male,25.0672,11.0011,11.141,2.2581,0.667
Ireland,2000,Both sexes,17.9,7.3171,7.6681,2.321,0.5938
Ireland,2000,Female,13.8,5.9013,5.7768,1.6186,0.5033
Ireland,2000,Male,21.8,9.2537,9.4228,2.7051,0.4184
Ireland,2005,Both sexes,13.6,5.6858,6.0247,1.5323,0.3572
Ireland,2005,Female,10.8,4.388,4.4261,1.4669,0.519
Ireland,2005,Male,16.3,6.7875,6.89,1.9624,0.6601
Ireland,2010,Both sexes,11.2,5.0341,4.9781,1.008,0.1798
Ireland,2010,Female,9.0,3.8217,3.8174,0.9691,0.3918
Ireland,2010,Male,13.3,5.4498,5.6454,1.6772,0.5276
Ireland,2015,Both sexes,10.5,4.4407,4.5806,1.1325,0.3462
Ireland,2015,Female,8.7,3.6165,3.714,0.9901,0.3794
Ireland,2015,Male,12.2,5.287,5.354,1.098,0.461
Ireland,2020,Both sexes,10.3,4.4414,4.2609,1.2937,0.304
Ireland,2020,Female,8.7,3.8377,3.5048,1.1248,0.2327
Ireland,2020,Male,11.9,4.809,5.0335,1.7927,0.2648
Ireland,2025,Both sexes,10.5316,4.5252,4.3778,1.317,0.3116
Ireland,2025,Female,8.878,3.9431,3.5613,1.1374,0.2362
Ireland,2025,Male,12.0881,4.8735,5.1327,1.8143,0.2676
Israel,2000,Both sexes,14.6,6.5121,5.8692,1.9024,0.3163
Israel,2000,Female,11.6,4.9115,4.9105,1.3092,0.4688
Israel,2000,Male,17.8,7.3047,7.332,2.3385,0.8248
Israel,2005,Both sexes,12.6,5.5885,5.5393,1.134,0.3382
Israel,2005,Female,10.0,4.1756,4.0469,1.483,0.2945
Israel,2005,Male,15.6,6.8252,6.3586,1.9742,0.442
Israel,2010,Both sexes,10.1,4.4419,4.1284,1.1568,0.3729
Israel,2010,Female,8.0,3.2999,3.3053,1.3146,0.0802
Israel,2010,Male,12.3,5.0556,5.0542,1.6371,0.5531
Israel,2015,Both sexes,9.7,4.3504,4.1571,1.04,0.1525
Israel,2015,Female,7.6,3.0731,3.2516,0.9424,0.3329
Israel,2015,Male,12.0,5.0247,5.2786,1.4003,0.2964
Israel,2020,Both sexes,9.6,3.9078,4.114,1.411,0.1672
Israel,2020,Female,7.5,3.3096,3.1071,0.7301,0.3532
Israel,2020,Male,11.8,4.8844,4.849,1.8623,0.2043
Israel,2025,Both sexes,9.7982,4.002,4.1977,1.4266,0.1719
Israel,2025,Female,7.6584,3.3857,3.1732,0.7423,0.3572
Israel,2025,Male,11.9805,4.9416,4.9345,1.8951,0.2093
Italy,2000,Both sexes,13.5,5.4847,5.9216,1.8307,0.263
Italy,2000,Female,9.3,3.9001,3.7508,1.549,0.1001
Italy,2000,Male,17.9,7.7663,7.6664,1.6231,0.8442
Italy,2005,Both sexes,11.6,5.0603,4.7047,1.4367,0.3983
Italy,2005,Female,8.2,3.6086,3.4408,0.8224,0.3282
Italy,2005,Male,15.1,6.2522,6.171,2.2964,0.3804
Italy,2010,Both sexes,10.3,4.138,4.4038,1.4746,0.2836
Italy,2010,Female,7.5,3.1684,3.0891,1.1527,0.0898
Italy,2010,Male,13.3,5.8781,5.4269,1.8488,0.1462
Italy,2015,Both sexes,9.8,3.9349,4.0202,1.6135,0.2314
Italy,2015,Female,7.3,3.1061,3.103,1.0033,0.0876
Italy,2015,Male,12.4,5.2766,5.3414,1.2064,0.5756
Italy,2020,Both sexes,9.5,3.8734,4.0315,1.3368,0.2583
Italy,2020,Female,7.2,3.0232,3.1779,0.8777,0.1212
Italy,2020,Male,12.0,5.1581,5.3997,1.08,0.3622
Italy,2025,Both sexes,9.6783,3.9628,4.081,1.3694,0.2651
Italy,2025,Female,7.3022,3.0536,3.2367,0.8874,0.1245
Italy,2025,Male,12.3459,5.3083,5.5614,1.1068,0.3694
Jamaica,2000,Both sexes,18.1,7.2959,7.3236,3.1816,0.2989
Jamaica,2000,Female,16.0,6.7574,6.8012,2.1236,0.3178
Jamaica,2000,Male,20.2,8.6812,8.232,2.3027,0.9841
Jamaica,2005,Both sexes,16.1,6.5035,6.7965,2.4709,0.3291
Jamaica,2005,Female,14.7,6.0165,6.1538,1.8367,0.693
Jamaica,2005,Male,17.6,7.3422,7.7744,1.6488,0.8346
Jamaica,2010,Both sexes,15.3,6.3354,6.857,1.9483,0.1593
Jamaica,2010,Female,13.9,6.2481,5.7768,1.5471,0.328
Jamaica,2010,Male,16.7,7.2779,7.2697,1.5694,0.583
Jamaica,2015,Both sexes,14.8,6.1165,6.3725,1.7614,0.5496
Jamaica,2015,Female,13.5,5.9973,5.8989,1.319,0.2848
Jamaica,2015,Male,16.1,6.6956,7.1227,1.5107,0.771
Jamaica,2020,Both sexes,14.7,6.4877,6.2657,1.3437,0.6029
Jamaica,2020,Female,13.4,6.0042,5.8075,1.206,0.3823
Jamaica,2020,Male,16.0,6.5875,6.6761,2.5571,0.1793
Jamaica,2025,Both sexes,14.936,6.5847,6.372,1.3631,0.6162
Jamaica,2025,Female,13.709,6.1762,5.9078,1.2313,0.3937
Jamaica,2025,Male,16.3935,6.7756,6.8377,2.5967,0.1835
Japan,2000,Both sexes,11.4,5.0744,4.7561,1.1213,0.4482
Japan,2000,Female,7.5,3.2125,3.2464,0.6966,0.3445
Japan,2000,Male,15.5,6.7105,6.922,1.395,0.4725
Japan,2005,Both sexes,10.4,4.4364,4.3097,1.3449,0.309
Japan,2005,Female,6.9,2.8167,2.8002,1.0632,0.2199
Japan,2005,Male,13.9,5.7685,5.9743,1.777,0.3802
Japan,2010,Both sexes,9.5,4.1283,3.929,1.2753,0.1674
Japan,2010,Female,6.3,2.7817,2.5578,0.7123,0.2482
Japan,2010,Male,12.8,5.2382,5.3389,1.8747,0.3482
Japan,2015,Both sexes,8.6,3.443,3.5314,1.3114,0.3142
Japan,2015,Female,5.8,2.5797,2.5837,0.522,0.1146
Japan,2015,Male,11.5,4.8364,4.8314,1.3103,0.5219
Japan,2020,Both sexes,8.4,3.5578,3.638,0.8678,0.3364
Japan,2020,Female,5.7,2.513,2.4958,0.6216,0.0696
Japan,2020,Male,11.2,4.9022,4.8036,1.008,0.4862
Japan,2025,Both sexes,8.6,3.6447,3.735,0.879,0.3413
Japan,2025,Female,5.8098,2.5427,2.5567,0.6395,0.0709
Japan,2025,Male,11.4395,5.0263,4.8953,1.0208,0.4971
Jordan,2000,Both sexes,23.5,9.8221,10.3677,2.3038,1.0064
Jordan,2000,Female,20.2,8.8938,8.4115,2.5238,0.3709
Jordan,2000,Male,26.5,11.2325,11.0648,3.5534,0.6493
Jordan,2005,Both sexes,22.3,9.3075,8.9761,3.7463,0.2701
Jordan,2005,Female,19.0,8.1833,7.8402,2.3475,0.629
Jordan,2005,Male,25.4,11.0389,10.7416,3.1354,0.4841
Jordan,2010,Both sexes,20.7,8.4586,8.8679,2.9212,0.4523
Jordan,2010,Female,17.1,7.062,7.6691,1.9029,0.466
Jordan,2010,Male,24.3,10.8601,10.7148,2.187,0.5381
Jordan,2015,Both sexes,19.4,8.7112,7.9683,2.4744,0.2461
Jordan,2015,Female,15.8,6.8404,6.7405,1.9958,0.2233
Jordan,2015,Male,23.0,9.8841,10.0497,2.8064,0.2598
Jordan,2020,Both sexes,19.2,8.0635,7.9937,2.9424,0.2004
Jordan,2020,Female,15.6,6.6899,6.6019,2.0781,0.2301
Jordan,2020,Male,22.8,10.0623,10.0331,2.3814,0.3232
Jordan,2025,Both sexes,19.5395,8.227,8.0908,3.0191,0.2026
Jordan,2025,Female,15.8948,6.781,6.7651,2.1158,0.2329
Jordan,2025,Male,23.253,10.2095,10.3032,2.4138,0.3265
Kazakhstan,2000,Both sexes,39.1,16.8361,16.3701,5.1034,0.7904
Kazakhstan,2000,Female,27.7,12.016,11.9916,3.3378,0.3546
Kazakhstan,2000,Male,51.6,20.9132,21.5556,7.7624,1.3688
Kazakhstan,2005,Both sexes,39.0,16.795,17.43,3.51,1.265
Kazakhstan,2005,Female,27.4,11.5124,12.1021,2.6186,1.1669
Kazakhstan,2005,Male,51.7,20.8785,21.5968,7.5689,1.6558
Kazakhstan,2010,Both sexes,32.9,13.8307,13.4252,4.4512,1.1929
Kazakhstan,2010,Female,23.0,9.2787,9.6803,3.7039,0.3371
Kazakhstan,2010,Male,44.2,19.8262,18.9224,3.978,1.4734
Kazakhstan,2015,Both sexes,28.6,12.0965,11.8737,3.2769,1.3529
Kazakhstan,2015,Female,19.8,8.4463,7.9523,2.8267,0.5747
Kazakhstan,2015,Male,38.9,15.7908,17.3761,4.28,1.4531
Kazakhstan,2020,Both sexes,26.8,10.8335,11.3454,3.8363,0.7848
Kazakhstan,2020,Female,18.5,8.1478,8.1619,1.7208,0.4695
Kazakhstan,2020,Male,36.8,16.2673,15.1271,4.4768,0.9288
Kazakhstan,2025,Both sexes,27.329,11.1174,11.5069,3.9019,0.8028
Kazakhstan,2025,Female,18.8357,8.3056,8.2951,1.7556,0.4794
Kazakhstan,2025,Male,37.3372,16.4739,15.3223,4.5924,0.9486
Kenya,2000,Both sexes,17.3,7.3647,7.1868,2.1789,0.5696
Kenya,2000,Female,17.4,6.9655,7.8112,1.7771,0.8462
Kenya,2000,Male,17.3,7.2013,6.954,2.7835,0.3612
Kenya,2005,Both sexes,15.4,6.8014,6.576,1.386,0.6366
Kenya,2005,Female,15.1,6.2296,6.6774,1.7496,0.4434
Kenya,2005,Male,15.7,6.6186,6.5775,1.7722,0.7317
Kenya,2010,Both sexes,13.4,5.782,5.6302,1.4506,0.5372
Kenya,2010,Female,13.0,5.6755,5.7359,1.3825,0.2061
Kenya,2010,Male,13.8,5.8866,5.9874,1.5515,0.3745
Kenya,2015,Both sexes,13.3,5.4739,5.6541,1.6499,0.5221
Kenya,2015,Female,12.9,5.7626,5.7511,1.161,0.2253
Kenya,2015,Male,13.8,6.1811,5.6721,1.3196,0.6272
Kenya,2020,Both sexes,13.4,5.6248,5.4818,2.0753,0.2181
Kenya,2020,Female,13.0,5.3093,5.7716,1.4994,0.4197
Kenya,2020,Male,13.9,6.135,5.5891,1.8038,0.3721
Kenya,2025,Both sexes,13.752,5.7866,5.6436,2.1014,0.2204
Kenya,2025,Female,13.3062,5.4662,5.882,1.5263,0.4317
Kenya,2025,Male,14.1207,6.2192,5.6737,1.8485,0.3793
Kiribati,2000,Both sexes,29.5,13.0315,13.2377,2.7759,0.4549
Kiribati,2000,Female,24.5,10.314,9.862,4.0403,0.2837
Kiribati,2000,Male,35.1,14.4462,15.5641,3.4379,1.6518
Kiribati,2005,Both sexes,29.3,11.8432,12.2959,4.7504,0.4105
Kiribati,2005,Female,24.2,9.8773,9.9629,4.0949,0.2649
Kiribati,2005,Male,35.0,14.029,15.158,4.6195,1.1935
Kiribati,2010,Both sexes,28.8,11.8407,11.9624,4.0794,0.9175
Kiribati,2010,Female,23.6,9.9334,10.3336,2.2493,1.0837
Kiribati,2010,Male,34.6,14.5617,14.1172,5.3385,0.5826
Kiribati,2015,Both sexes,28.5,12.8112,11.4367,3.279,0.9731
Kiribati,2015,Female,23.1,10.324,9.4493,2.5203,0.8064
Kiribati,2015,Male,34.5,14.9376,14.9869,4.0643,0.5112
Kiribati,2020,Both sexes,28.4,11.9211,12.3943,3.4078,0.6768
Kiribati,2020,Female,22.9,9.6182,10.0569,2.7523,0.4726
Kiribati,2020,Male,34.4,14.9143,15.1453,3.096,1.2444
Kiribati,2025,Both sexes,28.9518,12.2774,12.5257,3.4598,0.6889
Kiribati,2025,Female,23.3114,9.7471,10.2724,2.8072,0.4847
Kiribati,2025,Male,35.0689,15.2292,15.4171,3.1502,1.2724
Kuwait,2000,Both sexes,21.7,9.0428,9.1081,2.8721,0.677
Kuwait,2000,Female,20.2,8.8478,8.2354,2.7942,0.3226
Kuwait,2000,Male,22.6,9.2223,9.6864,2.7372,0.9541
Kuwait,2005,Both sexes,20.5,8.6613,8.5459,2.3738,0.919
Kuwait,2005,Female,18.6,7.4877,7.8981,2.6993,0.5149
Kuwait,2005,Male,21.7,8.7706,8.9091,3.1502,0.8701
Kuwait,2010,Both sexes,19.3,7.7688,8.1312,2.5644,0.8356
Kuwait,2010,Female,17.0,7.4947,7.5908,1.6796,0.2349
Kuwait,2010,Male,20.7,9.1138,8.5122,2.6798,0.3942
Kuwait,2015,Both sexes,17.6,7.39,7.8969,1.754,0.5591
Kuwait,2015,Female,14.9,6.6337,6.2392,1.5504,0.4767
Kuwait,2015,Male,19.3,7.9856,8.4046,2.5072,0.4026
Kuwait,2020,Both sexes,17.4,7.4593,7.3018,2.4449,0.194
Kuwait,2020,Female,14.7,6.1052,5.9096,2.1922,0.493
Kuwait,2020,Male,19.1,8.197,7.6508,2.4596,0.7926
Kuwait,2025,Both sexes,17.7802,7.5811,7.514,2.4861,0.199
Kuwait,2025,Female,15.0075,6.204,6.0655,2.2316,0.5064
Kuwait,2025,Male,19.4599,8.3486,7.8064,2.4961,0.8088
Kyrgyzstan,2000,Both sexes,31.4,13.0144,13.2943,3.9994,1.0919
Kyrgyzstan,2000,Female,23.9,10.2343,10.5764,2.6576,0.4317
Kyrgyzstan,2000,Male,39.4,16.57,16.6021,5.3133,0.9146
Kyrgyzstan,2005,Both sexes,32.3,13.0512,14.523,4.201,0.5248
Kyrgyzstan,2005,Female,24.3,10.5212,10.422,2.2719,1.0849
Kyrgyzstan,2005,Male,40.8,18.3364,18.3137,3.672,0.4779
Kyrgyzstan,2010,Both sexes,27.8,12.2682,12.0556,2.502,0.9742
Kyrgyzstan,2010,Female,20.1,8.4023,8.7146,2.5645,0.4186
Kyrgyzstan,2010,Male,36.2,15.1986,14.7629,4.808,1.4305
Kyrgyzstan,2015,Both sexes,26.2,11.3204,10.8204,2.8686,1.1906
Kyrgyzstan,2015,Female,18.6,7.8225,7.6637,2.4275,0.6863
Kyrgyzstan,2015,Male,34.9,15.523,14.4788,4.2282,0.67
Kyrgyzstan,2020,Both sexes,24.9,10.2939,10.4095,3.5408,0.6558
Kyrgyzstan,2020,Female,17.3,7.259,7.523,2.2111,0.3069
Kyrgyzstan,2020,Male,33.4,14.4951,13.4547,5.0699,0.3803
Kyrgyzstan,2025,Both sexes,25.3272,10.4546,10.6275,3.5776,0.6675
Kyrgyzstan,2025,Female,17.5517,7.3539,7.6456,2.2408,0.3114
Kyrgyzstan,2025,Male,34.1119,14.9219,13.6002,5.1989,0.3909
Lao People's Democratic Republic,2000,Both sexes,29.2,11.8712,12.5648,3.4799,1.2841
Lao People's Democratic Republic,2000,Female,28.7,12.1667,12.8129,3.0523,0.6681
Lao People's Democratic Republic,2000,Male,29.8,11.987,13.0139,4.0942,0.7049
Lao People's Democratic Republic,2005,Both sexes,28.9,11.9587,12.6706,3.7201,0.5506
Lao People's Democratic Republic,2005,Female,27.9,12.2022,11.4651,3.8868,0.3459
Lao People's Democratic Republic,2005,Male,30.1,13.082,12.3912,3.5729,1.0539
Lao People's Democratic Republic,2010,Both sexes,27.9,12.1,12.3414,2.8176,0.641
Lao People's Democratic Republic,2010,Female,26.4,11.4609,11.3195,2.9025,0.7171
Lao People's Democratic Republic,2010,Male,29.7,12.8846,12.7624,3.0394,1.0136
Lao People's Democratic Republic,2015,Both sexes,27.1,12.1841,11.2385,3.1784,0.499
Lao People's Democratic Republic,2015,Female,25.1,10.1691,10.1981,3.4988,1.234
Lao People's Democratic Republic,2015,Male,29.2,12.7974,12.0494,3.0502,1.303
Lao People's Democratic Republic,2020,Both sexes,27.0,12.0615,11.7303,2.43,0.7782
Lao People's Democratic Republic,2020,Female,24.9,10.9789,10.01,2.7758,1.1353
Lao People's Democratic Republic,2020,Male,29.3,12.5348,12.862,3.5912,0.312
Lao People's Democratic Republic,2025,Both sexes,27.5883,12.359,11.9826,2.4564,0.7903
Lao People's Democratic Republic,2025,Female,25.5129,11.2196,10.2821,2.8465,1.1647
Lao People's Democratic Republic,2025,Male,29.8851,12.6603,13.2352,3.6741,0.3155
Latvia,2000,Both sexes,27.9,11.464,12.0833,3.3666,0.9861
Latvia,2000,Female,17.9,7.4496,7.7552,2.1177,0.5775
Latvia,2000,Male,40.0,17.1869,16.0325,5.2145,1.5661
Latvia,2005,Both sexes,28.4,12.3509,12.6384,2.556,0.8547
Latvia,2005,Female,17.2,7.1344,6.881,2.8255,0.3591
Latvia,2005,Male,41.5,18.0034,18.0102,3.735,1.7514
Latvia,2010,Both sexes,25.8,10.4359,11.0952,3.659,0.6099
Latvia,2010,Female,16.4,7.1461,6.8005,1.9447,0.5087
Latvia,2010,Male,37.2,16.5861,15.6363,4.3924,0.5852
Latvia,2015,Both sexes,22.2,9.2085,9.6168,2.2955,1.0792
Latvia,2015,Female,14.0,5.9947,5.9502,1.8762,0.1789
Latvia,2015,Male,32.2,12.9612,14.3135,3.8603,1.065
Latvia,2020,Both sexes,21.9,9.2695,8.775,3.565,0.2905
Latvia,2020,Female,13.4,5.6457,5.7273,1.7994,0.2276
Latvia,2020,Male,32.0,13.2137,12.8446,4.8135,1.1282
Latvia,2025,Both sexes,22.3893,9.532,8.9028,3.6587,0.2958
Latvia,2025,Female,13.5864,5.7231,5.8076,1.8248,0.2309
Latvia,2025,Male,32.5053,13.4219,13.0296,4.9091,1.1447
Lebanon,2000,Both sexes,21.2,9.0977,9.3412,2.2719,0.4892
Lebanon,2000,Female,18.3,7.9442,7.6084,2.4668,0.2806
Lebanon,2000,Male,24.2,10.05,10.1673,3.0898,0.8929
Lebanon,2005,Both sexes,19.6,7.9331,8.1486,3.2465,0.2718
Lebanon,2005,Female,16.8,7.1668,7.4538,1.512,0.6674
Lebanon,2005,Male,22.1,9.0355,9.931,2.5199,0.6136
Lebanon,2010,Both sexes,18.1,8.1067,7.752,1.6879,0.5534
Lebanon,2010,Female,15.4,6.6275,6.4593,2.0112,0.302
Lebanon,2010,Male,20.4,8.2468,8.7199,2.9193,0.514
Lebanon,2015,Both sexes,17.9,7.8579,7.2658,2.5972,0.1791
Lebanon,2015,Female,15.2,6.0898,6.4906,1.9501,0.6695
Lebanon,2015,Male,20.4,8.8864,8.5237,2.5782,0.4117
Lebanon,2020,Both sexes,17.9,7.4667,7.2804,2.9062,0.2467
Lebanon,2020,Female,15.2,6.1586,6.3855,2.0607,0.5952
Lebanon,2020,Male,20.3,8.964,9.0522,1.827,0.4568
Lebanon,2025,Both sexes,18.3579,7.6387,7.4875,2.9781,0.2536
Lebanon,2025,Female,15.5524,6.3049,6.5483,2.0915,0.6077
Lebanon,2025,Male,20.8183,9.1814,9.2971,1.8708,0.469
Lesotho,2000,Both sexes,26.6,11.4561,11.8343,2.394,0.9156
Lesotho,2000,Female,25.6,11.0604,10.8367,3.2524,0.4505
Lesotho,2000,Male,28.0,12.0164,12.2223,3.0727,0.6886
Lesotho,2005,Both sexes,26.5,11.3213,10.9097,3.328,0.941
Lesotho,2005,Female,25.6,11.1223,10.563,3.3436,0.5711
Lesotho,2005,Male,27.7,12.2158,11.1376,3.5177,0.8289
Lesotho,2010,Both sexes,27.0,12.1007,10.9459,3.1667,0.7867
Lesotho,2010,Female,25.9,10.4338,10.4966,4.1039,0.8657
Lesotho,2010,Male,28.5,12.2344,12.1715,3.711,0.3831
Lesotho,2015,Both sexes,26.6,11.4635,10.8882,3.9549,0.2934
Lesotho,2015,Female,25.4,11.2394,10.4092,3.3698,0.3816
Lesotho,2015,Male,28.5,11.8055,12.0313,3.6747,0.9885
Lesotho,2020,Both sexes,26.6,11.4811,10.8107,3.4267,0.8815
Lesotho,2020,Female,25.2,11.1798,10.7099,2.3222,0.9881
Lesotho,2020,Male,28.7,12.4751,12.4854,2.5876,1.1519
Lesotho,2025,Both sexes,27.097,11.6692,11.0037,3.5229,0.9012
Lesotho,2025,Female,25.8186,11.5053,10.9165,2.3911,1.0057
Lesotho,2025,Male,29.1922,12.6628,12.7362,2.6189,1.1743
Liberia,2000,Both sexes,18.1,7.8267,7.2956,2.2076,0.7701
Liberia,2000,Female,18.3,7.4586,7.7568,2.4611,0.6235
Liberia,2000,Male,18.0,8.0465,7.7839,1.62,0.5496
Liberia,2005,Both sexes,19.0,8.0292,7.937,2.5393,0.4945
Liberia,2005,Female,19.0,7.9679,8.2267,2.2794,0.526
Liberia,2005,Male,18.9,7.6688,8.3947,2.3339,0.5026
Liberia,2010,Both sexes,18.0,7.7261,8.0724,1.7495,0.452
Liberia,2010,Female,18.1,7.3865,7.8356,1.9745,0.9034
Liberia,2010,Male,17.9,7.2155,7.4637,2.6796,0.5412
Liberia,2015,Both sexes,17.2,7.165,7.4611,2.1296,0.4443
Liberia,2015,Female,17.5,7.8179,7.2195,2.2033,0.2593
Liberia,2015,Male,16.9,7.399,7.1438,1.9095,0.4477
Liberia,2020,Both sexes,17.6,7.6575,7.5297,1.9843,0.4285
Liberia,2020,Female,17.7,7.1303,7.7584,2.1372,0.6741
Liberia,2020,Male,17.5,7.7974,7.0183,2.2882,0.3961
Liberia,2025,Both sexes,17.9976,7.8755,7.6432,2.0383,0.4406
Liberia,2025,Female,18.0482,7.3223,7.8407,2.1987,0.6865
Liberia,2025,Male,17.8498,7.9467,7.1594,2.3426,0.4011
Libya,2000,Both sexes,22.7,10.1479,9.2211,2.3093,1.0217
Libya,2000,Female,19.8,7.9599,8.3214,2.9119,0.6068
Libya,2000,Male,25.4,11.3931,10.385,2.6343,0.9876
Libya,2005,Both sexes,21.9,9.5869,9.4024,1.971,0.9397
Libya,2005,Female,18.2,8.0341,7.993,1.7893,0.3836
Libya,2005,Male,25.4,10.2618,10.7656,3.4784,0.8942
Libya,2010,Both sexes,20.7,9.2198,8.6902,2.3377,0.4523
Libya,2010,Female,16.6,7.1344,6.7069,1.9688,0.7899
Libya,2010,Male,24.8,10.0979,10.1078,3.917,0.6773
Libya,2015,Both sexes,19.7,8.4241,8.4663,1.9256,0.884
Libya,2015,Female,15.9,6.7895,6.423,2.1686,0.5189
Libya,2015,Male,23.5,10.078,9.8059,2.6263,0.9898
Libya,2020,Both sexes,20.1,8.6246,8.4435,2.5591,0.4728
Libya,2020,Female,15.9,6.9438,6.526,2.2339,0.1963
Libya,2020,Male,24.4,9.9147,10.2379,3.8446,0.4028
Libya,2025,Both sexes,20.4416,8.7889,8.5502,2.6217,0.4808
Libya,2025,Female,16.2005,7.035,6.6894,2.276,0.2001
Libya,2025,Male,24.9283,10.098,10.5218,3.8977,0.4108
Lithuania,2000,Both sexes,24.2,9.9468,10.437,3.0209,0.7953
Lithuania,2000,Female,15.5,6.7919,6.6056,1.8069,0.2956
Lithuania,2000,Male,34.6,14.1598,13.9431,5.3147,1.1824
Lithuania,2005,Both sexes,25.9,11.0783,11.4296,2.4789,0.9132
Lithuania,2005,Female,15.5,6.9424,6.6194,1.4081,0.5301
Lithuania,2005,Male,38.0,16.6904,16.3373,3.9629,1.0094
Lithuania,2010,Both sexes,23.6,9.8922,9.6953,3.3587,0.6538
Lithuania,2010,Female,14.1,6.0545,5.8889,1.5644,0.5922
Lithuania,2010,Male,34.7,13.9639,15.3035,3.9386,1.494
Lithuania,2015,Both sexes,22.2,9.784,9.1912,2.8855,0.3393
Lithuania,2015,Female,13.3,5.3563,5.7186,1.612,0.6131
Lithuania,2015,Male,32.8,13.8414,14.1761,3.9547,0.8278
Lithuania,2020,Both sexes,20.7,8.881,9.2487,1.863,0.7073
Lithuania,2020,Female,12.4,4.9737,5.5692,1.6904,0.1667
Lithuania,2020,Male,30.6,12.9764,13.4788,2.754,1.3908
Lithuania,2025,Both sexes,21.0709,9.0455,9.4194,1.8843,0.7217
Lithuania,2025,Female,12.5943,5.0257,5.6661,1.7324,0.1701
Lithuania,2025,Male,31.2102,13.2456,13.753,2.803,1.4086
Luxembourg,2000,Both sexes,15.0,6.3889,6.1844,2.0618,0.3649
Luxembourg,2000,Female,10.8,4.397,4.5264,1.529,0.3476
Luxembourg,2000,Male,19.4,8.7198,8.4238,1.746,0.5104
