application_number,sponsor_name,brand_name,dosage_form,route,marketing_status,prescription,price_per_dose
ANDA208212,TEVA PHARMS USA,VILAZODONE HYDROCHLORIDE,TABLET,ORAL,Prescription,chronic respiratory,3475.92
ANDA208218,PH HEALTH,VIGABATRIN,FOR SOLUTION,ORAL,Prescription,ETS,1294.03
ANDA208252,WATSON LABS INC,AMBRISENTAN,TABLET,ORAL,Prescription,hepatitis,4552.9
NDA208261,MSD SUB MERCK,ZEPATIER,TABLET,ORAL,Discontinued,diabetes,94.1
NDA208264,ADIENNE SA,TEPADINA AND SODIUM CHLORIDE,POWDER,INTRAVENOUS,Prescription,other,372.23
NDA208264,ADIENNE SA,TEPADINA,POWDER,"INTRACAVITARY, INTRAVENOUS, INTRAVESICAL",Prescription,other,103.02
ANDA208315,ALKEM LABS LTD,MYCOPHENOLATE SODIUM,"TABLET, DELAYED RELEASE",ORAL,Prescription,diabetes,184.99
ANDA208354,SIGMAPHARM LABS LLC,AMBRISENTAN,TABLET,ORAL,Prescription,other,286.83
ANDA208358,CADILA,TRIAMTERENE AND HYDROCHLOROTHIAZIDE,CAPSULE,ORAL,Prescription,cardiovascular,2626.23
NDA019858,BAYER PHARMS,CIPRO IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,INJECTABLE,INJECTION,Discontinued,other,920.34
ANDA208427,DR REDDYS,LINAGLIPTIN AND METFORMIN HYDROCHLORIDE,TABLET,ORAL,Prescription,diabetes,170.83
ANDA208446,MYLAN,ABIRATERONE ACETATE,TABLET,ORAL,Prescription,diabetes,71.16
ANDA208466,MACLEODS PHARMS LTD,LACOSAMIDE,TABLET,ORAL,Prescription,diabetes,165.4
ANDA208473,PRINSTON PHARMA INC,LINAGLIPTIN AND METFORMIN HYDROCHLORIDE,TABLET,ORAL,None (Tentative Approval),other,913.12
NDA019865,LEGACY PHARMA,BETAPACE,TABLET,ORAL,Prescription,other,79.43
ANDA208478,PERRIGO R AND D,ATORVASTATIN CALCIUM,TABLET,ORAL,Discontinued,diabetes,173.78
ANDA208518,PH HEALTH,DOXYLAMINE SUCCINATE AND PYRIDOXINE HYDROCHLORIDE,"TABLET, DELAYED RELEASE",ORAL,Prescription,other,547.87
ANDA208535,ZYDUS PHARMS USA INC,METFORMIN HYDROCHLORIDE AND SITAGLIPTIN PHOSPHATE,TABLET,ORAL,None (Tentative Approval),other,669.53
NDA019870,B BRAUN,ISOLYTE M IN DEXTROSE 5% IN PLASTIC CONTAINER,INJECTABLE,INJECTION,Discontinued,HIV,2489.63
ANDA208538,GLAND,ESMOLOL HYDROCHLORIDE,INJECTABLE,INJECTION,Prescription,tuberculosis,3504.13
ANDA208543,INVAGEN PHARMS,RIVAROXABAN,TABLET,ORAL,Discontinued,cancer,3602.97
ANDA208569,TEVA PHARMS USA,TERIPARATIDE,SOLUTION,SUBCUTANEOUS,Prescription,tuberculosis,3825.4
ANDA208599,PRINSTON INC,TICAGRELOR,TABLET,ORAL,Prescription,ETS,215.05
ANDA208600,AMPHASTAR PHARMS INC,ENOXAPARIN SODIUM,INJECTABLE,"INTRAVENOUS, SUBCUTANEOUS",Prescription,diabetes,118.29
NDA208609,RENEW PHARMS,EPHEDRINE SULFATE,SOLUTION,INTRAVENOUS,Discontinued,cardiovascular,1552.1
ANDA208616,AUROBINDO PHARMA,NEVIRAPINE,"TABLET, EXTENDED RELEASE",ORAL,Discontinued,other,823.75
ANDA208619,FRESENIUS KABI USA,LEVETIRACETAM IN SODIUM CHLORIDE,INJECTABLE,INTRAVENOUS,Prescription,other,314.35
ANDA208620,ENCUBE,TESTOSTERONE,"GEL, METERED",TRANSDERMAL,Prescription,chronic respiratory,2297.76
NDA208684,PTC THERAP,EMFLAZA,TABLET,ORAL,Prescription,HIV,2172.32
ANDA208690,AMNEAL,DEXAMETHASONE SODIUM PHOSPHATE PRESERVATIVE FREE,INJECTABLE,INJECTION,Prescription,ETS,3873.88
ANDA208719,ZYDUS PHARMS,DOXAZOSIN MESYLATE,TABLET,ORAL,Prescription,other,481.66
ANDA208724,ENCUBE,AZELAIC ACID,GEL,TOPICAL,Prescription,cardiovascular,7900.14
NDA208742,OCULAR THERAPEUTIX,DEXTENZA,INSERT,OPHTHALMIC,Prescription,chronic respiratory,413.87
BLA208751,NOVO,FIASP PENFILL,SOLUTION,SUBCUTANEOUS,Prescription,other,192.4
BLA208751,NOVO,FIASP,SOLUTION,"INTRAVENOUS, SUBCUTANEOUS",Prescription,cardiovascular,5537.77
BLA208751,NOVO,FIASP FLEXTOUCH,SOLUTION,SUBCUTANEOUS,Prescription,diabetes,192.06
ANDA208765,DR REDDYS LABS SA,DOXYCYCLINE HYCLATE,TABLET,ORAL,Prescription,cancer,7660.83
NDA208772,TAKEDA PHARMS USA,ALUNBRIG,TABLET,ORAL,Prescription,other,44.04
NDA208775,CIPLA LIMITED,ABACAVIR AND LAMIVUDINE,"TABLET, FOR SUSPENSION",ORAL,None (Tentative Approval),other,157.39
ANDA208797,RISING,PYRIDOSTIGMINE BROMIDE,SYRUP,ORAL,Prescription,chronic respiratory,3223.71
ANDA208801,DR REDDYS,PROGESTERONE,CAPSULE,ORAL,Prescription,infc respiratory,2025.01
ANDA208865,AUROBINDO PHARMA,IBUPROFEN,TABLET,ORAL,Over-the-counter,other,825.73
ANDA208867,MACLEODS PHARMS LTD,PROPYLTHIOURACIL,TABLET,ORAL,Prescription,cancer,7378.93
ANDA208885,ZYDUS PHARMS,BETAMETHASONE DIPROPIONATE,CREAM,TOPICAL,Prescription,other,197.22
ANDA208905,SANDOZ,PHENYLEPHRINE HYDROCHLORIDE,SOLUTION,INTRAVENOUS,Prescription,other,300.73
NDA019912,BLAIREX,BRONCHO SALINE,"AEROSOL, METERED",INHALATION,Discontinued,cancer,62747.66
ANDA208968,NOVAST LABS,ZOLEDRONIC ACID,INJECTABLE,INTRAVENOUS,Discontinued,cardiovascular,6867.47
ANDA208993,HETERO LABS LTD V,COLCHICINE,TABLET,ORAL,Prescription,other,125.08
ANDA209000,ALEMBIC,ACYCLOVIR,OINTMENT,TOPICAL,Prescription,other,943.86
ANDA209043,SUNSHINE,AZITHROMYCIN,TABLET,ORAL,Prescription,cancer,34236.2
ANDA209058,GLAND,ETOMIDATE,INJECTABLE,INJECTION,Prescription,other,713.46
ANDA209060,SUNNY,AMINOCAPROIC ACID,TABLET,ORAL,Prescription,cancer,52515.93
ANDA209088,AM REGENT,CALCIUM CHLORIDE 10%,INJECTABLE,INJECTION,Prescription,other,223.54
ANDA209096,LUPIN LTD,METRONIDAZOLE,TABLET,ORAL,Discontinued,cancer,84653.59
ANDA209106,LUPIN LTD,BETAMETHASONE DIPROPIONATE,"OINTMENT, AUGMENTED",TOPICAL,Prescription,diabetes,172.74
ANDA209146,LUPIN LTD,FLUCONAZOLE,TABLET,ORAL,Discontinued,other,396.68
ANDA209166,INTL ISOTOPES,SODIUM IODIDE I 131,SOLUTION,ORAL,Prescription,chronic respiratory,2963.61
ANDA209170,NAARI PTE,DESOGESTREL AND ETHINYL ESTRADIOL,TABLET,ORAL-28,Prescription,other,258.57
ANDA209218,QILU ANTIBIOTICS,CEFTRIAXONE,INJECTABLE,INJECTION,Prescription,diabetes,153.48
ANDA209222,ALKEM LABS LTD,EZETIMIBE AND SIMVASTATIN,TABLET,ORAL,Prescription,cardiovascular,3124.82
ANDA209226,STRIDES PHARMA,CINACALCET HYDROCHLORIDE,TABLET,ORAL,Prescription,cancer,84439.06
ANDA209252,GLENMARK SPECLT,CLINDAMYCIN PHOSPHATE AND BENZOYL PEROXIDE,GEL,TOPICAL,Prescription,other,218.17
ANDA209256,HIKMA,PIROXICAM,CAPSULE,ORAL,Discontinued,other,15.79
NDA209260,FRESENIUS KABI USA,ATROPINE SULFATE,SOLUTION,"INTRAVENOUS, INTRAMUSCULAR, SUBCUTANEOUS, INTRAOSSEOUS, ENDOTRACHEAL",Prescription,cardiovascular,2721.66
ANDA209264,AILEX PHARMS LLC,CROMOLYN SODIUM,CONCENTRATE,ORAL,Prescription,cancer,19267.04
ANDA209278,PENN LIFE,CARMUSTINE,INJECTABLE,INJECTION,Prescription,cancer,50926.99
ANDA209282,FDC LTD,OLOPATADINE HYDROCHLORIDE,SOLUTION/DROPS,OPHTHALMIC,Discontinued,other,204.5
ANDA209285,CHARTWELL RX,CLONIDINE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,Prescription,other,763.43
ANDA209286,LUPIN LTD,DIVALPROEX SODIUM,"TABLET, EXTENDED RELEASE",ORAL,Prescription,chronic respiratory,1244.78
NDA209299,RIGEL PHARMS,TAVALISSE,TABLET,ORAL,Prescription,ETS,3549.49
NDA019955,FERRING PHARMS INC,DDAVP,TABLET,ORAL,Prescription,other,578.89
ANDA209345,ACTAVIS LABS UT INC,PIMECROLIMUS,CREAM,TOPICAL,Prescription,cardiovascular,9863.19
NDA209381,SALIX,PLENVU,FOR SOLUTION,ORAL,Prescription,ETS,4999.51
ANDA209396,DR REDDYS LABS SA,DOXYCYCLINE,CAPSULE,ORAL,Prescription,other,869.66
ANDA209420,ALEMBIC,OLOPATADINE HYDROCHLORIDE,SOLUTION/DROPS,OPHTHALMIC,Over-the-counter,cancer,76046.34
ANDA209422,DR REDDYS,CARFILZOMIB,POWDER,INTRAVENOUS,Prescription,diabetes,107.97
ANDA209426,TORRENT,DEFERASIROX,"TABLET, FOR SUSPENSION",ORAL,Discontinued,cardiovascular,7545.1
NDA019968,SUN PHARM INDS INC,ULTRAVATE,OINTMENT,TOPICAL,Discontinued,diabetes,193.5
ANDA209507,UNIV TX SW MEDCTR,AMMONIA N 13,INJECTABLE,INTRAVENOUS,Prescription,cancer,2533.08
ANDA209509,PH HEALTH,AMBRISENTAN,TABLET,ORAL,Discontinued,tuberculosis,2712.68
ANDA209527,RENATA,MEMANTINE HYDROCHLORIDE,TABLET,ORAL,Prescription,cardiovascular,2219.08
NDA019972,NOVARTIS,OCUPRESS,SOLUTION/DROPS,OPHTHALMIC,Discontinued,other,558.32
ANDA209555,NATCO,TERIFLUNOMIDE,TABLET,ORAL,Prescription,chronic respiratory,2358.91
ANDA209556,THE J MOLNER,HYDROCORTISONE BUTYRATE,LOTION,TOPICAL,Prescription,tuberculosis,2900.05
NDA209570,CHEMO RESEARCH SL,BENZNIDAZOLE,TABLET,ORAL,Prescription,other,551.41
NDA019978,HOSPIRA,BUPIVACAINE HYDROCHLORIDE KIT,INJECTABLE,INJECTION,Discontinued,tuberculosis,4802.53
NDA209575,OMNIVIUM PHARMS,NUMBRINO,SOLUTION,NASAL,Prescription,cancer,55308.17
ANDA209580,AMNEAL,BUSULFAN,INJECTABLE,INJECTION,Prescription,cancer,84653.96
ANDA209614,ACTAVIS LABS FL INC,ENZALUTAMIDE,CAPSULE,ORAL,Discontinued,chronic respiratory,1633.11
ANDA209652,BIONPHARMA,OXCARBAZEPINE,SUSPENSION,ORAL,Prescription,other,438.66
ANDA209674,NOVAST LABS,METFORMIN HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,Prescription,other,470.94
ANDA209694,AUROBINDO PHARMA,METFORMIN HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,Prescription,cancer,28017.06
ANDA209708,WOODWARD,MIVACURIUM CHLORIDE,SOLUTION,INTRAVENOUS,Discontinued,other,380.41
ANDA209721,AMNEAL PHARMS CO,EMTRICITABINE AND TENOFOVIR DISOPROXIL FUMARATE,TABLET,ORAL,Prescription,diabetes,139.78
ANDA209724,AMNEAL PHARMS CO,BUMETANIDE,TABLET,ORAL,Prescription,other,580.61
ANDA209742,AMNEAL PHARMS CO,BOSENTAN,TABLET,ORAL,Discontinued,chronic respiratory,3200.35
ANDA209753,BIONPHARMA,METHYLPHENIDATE HYDROCHLORIDE,TABLET,ORAL,Prescription,cardiovascular,3550.59
ANDA209779,RUBICON RESEARCH,NITROGLYCERIN,TABLET,SUBLINGUAL,Prescription,other,316.52
NDA004122,LILLY,SULFADIAZINE,TABLET,ORAL,Discontinued,cancer,61239.46
ANDA209799,NUVO PHARM,"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE",TABLET,ORAL,Prescription,cardiovascular,1371.97
ANDA209818,BRECKENRIDGE,SOLIFENACIN SUCCINATE,TABLET,ORAL,Discontinued,cardiovascular,2567.66
ANDA209837,PERRIGO R AND D,LOPERAMIDE HYDROCHLORIDE AND SIMETHICONE,TABLET,ORAL,Over-the-counter,other,43.09
ANDA209845,BRECKENRIDGE,APIXABAN,TABLET,ORAL,Discontinued,other,73.54
ANDA209864,SLATE RUN PHARMA,EPTIFIBATIDE,INJECTABLE,INJECTION,Prescription,infc respiratory,1254.75
NDA209875,LUPIN LTD,NIKITA,TABLET,ORAL,Discontinued,other,20.51
ANDA209888,ADAPTIS,ETODOLAC,TABLET,ORAL,Prescription,tuberculosis,1264.78
NDA020027,BIOVAIL LABS INTL,CARDIZEM,INJECTABLE,INJECTION,Discontinued,diabetes,148.25
ANDA209929,MICRO LABS,ASPIRIN AND DIPYRIDAMOLE,"CAPSULE, EXTENDED RELEASE",ORAL,Prescription,other,62.05
NDA209939,MERCK SHARP DOHME,PREVYMIS,TABLET,ORAL,Prescription,cardiovascular,4395.53
ANDA209942,TEVA PHARMS USA,ALYQ,TABLET,ORAL,Prescription,other,913.2
ANDA209971,TORRENT,ACYCLOVIR,OINTMENT,TOPICAL,Prescription,other,791.49
NDA020038,GENZYME CORP,FLUDARA,INJECTABLE,INJECTION,Discontinued,diabetes,95.82
ANDA210017,JUBILANT CADISTA,DROSPIRENONE AND ETHINYL ESTRADIOL,TABLET,ORAL-28,Discontinued,cardiovascular,9251.81
ANDA210022,CADILA PHARMS LTD,OLANZAPINE,TABLET,ORAL,Prescription,diabetes,99.45
ANDA210025,PH HEALTH,PHENYLEPHRINE HYDROCHLORIDE,SOLUTION,INTRAVENOUS,Prescription,diabetes,60.88
ANDA210028,ZYDUS PHARMS,ATENOLOL AND CHLORTHALIDONE,TABLET,ORAL,Prescription,chronic respiratory,4970.58
ANDA210031,SHUANGCHENG,BIVALIRUDIN,INJECTABLE,INTRAVENOUS,Prescription,chronic respiratory,4356.61
ANDA210038,XIROMED,NAFTIFINE HYDROCHLORIDE,CREAM,TOPICAL,Prescription,diabetes,119.89
ANDA210040,AMNEAL PHARMS,METHOTREXATE SODIUM,TABLET,ORAL,Discontinued,other,666.71
ANDA210042,AMNEAL PHARMS,VIGABATRIN,TABLET,ORAL,Discontinued,other,671.56
ANDA210053,SIGMAPHARM LABS LLC,APIXABAN,TABLET,ORAL,Prescription,cardiovascular,1985.1
ANDA210059,NUVO PHARM,DEXTROAMPHETAMINE SULFATE,TABLET,ORAL,Prescription,HIV,1040.24
ANDA210107,ZYDUS LIFESCIENCES,OMEGA-3-ACID ETHYL ESTERS,CAPSULE,ORAL,Discontinued,cardiovascular,4722.33
ANDA210124,GLAND,FLUOROURACIL,INJECTABLE,INJECTION,Prescription,cardiovascular,9120.15
NDA210134,AMPHASTAR PHARMS INC,BAQSIMI,POWDER,NASAL,Prescription,other,10.98
ANDA210139,HIBROW HLTHCARE,METHYLPHENIDATE HYDROCHLORIDE,SOLUTION,ORAL,Prescription,chronic respiratory,3923.4
ANDA210140,ZYDUS LIFESCIENCES,DOXEPIN HYDROCHLORIDE,CAPSULE,ORAL,Prescription,other,58.47
NDA020059,ASTELLAS,ADENOSCAN,SOLUTION,INTRAVENOUS,Discontinued,hepatitis,2417.2
ANDA210156,TORRENT,APIXABAN,TABLET,ORAL,Discontinued,cardiovascular,6396.83
ANDA210171,SUN PHARM INDUSTRIES,APIXABAN,TABLET,ORAL,Prescription,other,687.07
ANDA210191,SUN PHARMA CANADA,DAPSONE,GEL,TOPICAL,Prescription,other,59.42
ANDA210212,MSN LABORATORIES PRIVATE LTD,ALOGLIPTIN AND METFORMIN HYDROCHLORIDE,TABLET,ORAL,None (Tentative Approval),diabetes,112.79
ANDA210218,UBI,DESMOPRESSIN ACETATE,INJECTABLE,INJECTION,Prescription,other,584.25
NDA020067,ATNAHS PHARMA US,EC-NAPROSYN,"TABLET, DELAYED RELEASE",ORAL,Prescription,diabetes,59.91
ANDA210221,ALKEM LABS LTD,CEPHALEXIN,FOR SUSPENSION,ORAL,Prescription,other,135.96
ANDA210225,PADAGIS ISRAEL,IVERMECTIN,CREAM,TOPICAL,Prescription,other,663.99
ANDA210226,LUPIN,DIMETHYL FUMARATE,"CAPSULE, DELAYED RELEASE",ORAL,Prescription,other,522.12
NDA020071,ORGANON USA INC,DESOGEN,TABLET,ORAL-21,Discontinued,other,162.67
NDA210259,ASTRAZENECA,CALQUENCE,CAPSULE,ORAL,Prescription,other,535.7
ANDA210263,ALEMBIC,BIMATOPROST,SOLUTION/DROPS,OPHTHALMIC,Prescription,other,912.78
ANDA210267,INGENUS PHARMS LLC,TIZANIDINE HYDROCHLORIDE,CAPSULE,ORAL,Prescription,cardiovascular,205.1
NDA020075,AMNEAL,LIORESAL,INJECTABLE,INTRATHECAL,Prescription,other,642.99
ANDA210316,ALKEM LABS LTD,COLESEVELAM HYDROCHLORIDE,FOR SUSPENSION,ORAL,Prescription,cancer,7550.31
ANDA210322,CIPLA,ISOPROTERENOL HYDROCHLORIDE,INJECTABLE,INJECTION,Discontinued,HIV,81.92
ANDA210327,SHILPA,DOCETAXEL,INJECTABLE,INJECTION,Prescription,cancer,15235.32
NDA210331,ALIMERA SCIENCES INC,YUTIQ,IMPLANT,INTRAVITREAL,Prescription,cancer,42406.08
ANDA210339,SINOTHERAPEUTICS INC,PROPAFENONE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE",ORAL,Prescription,chronic respiratory,4021.6
ANDA210378,MACLEODS PHARMS LTD,LINEZOLID,TABLET,ORAL,Discontinued,cardiovascular,2853.77
ANDA210379,MACLEODS PHARMS LTD,FENOFIBRATE,TABLET,ORAL,Prescription,cardiovascular,6275.45
ANDA210394,AJANTA PHARMA LTD,SILDENAFIL CITRATE,TABLET,ORAL,Prescription,HIV,2085.23
ANDA210402,AMNEAL,DIMETHYL FUMARATE,"CAPSULE, DELAYED RELEASE",ORAL,Prescription,other,235.1
ANDA210403,JUBILANT GENERICS,AMANTADINE HYDROCHLORIDE,TABLET,ORAL,Discontinued,other,514.73
ANDA210410,FRESENIUS KABI USA,BENDAMUSTINE HYDROCHLORIDE,SOLUTION,IV (INFUSION),None (Tentative Approval),other,797.67
ANDA210420,QILU PHARM HAINAN,TADALAFIL,TABLET,ORAL,Prescription,other,832.66
ANDA210448,APOTEX,BUSULFAN,INJECTABLE,INJECTION,Discontinued,tuberculosis,4240.27
ANDA210454,EUGIA PHARMA,METHOTREXATE SODIUM,TABLET,ORAL,Prescription,cancer,33988.07
ANDA210460,MSN,DIMETHYL FUMARATE,"CAPSULE, DELAYED RELEASE",ORAL,Prescription,diabetes,169.02
ANDA210464,DR REDDYS,SEVELAMER CARBONATE,FOR SUSPENSION,ORAL,Prescription,diabetes,81.83
ANDA210499,ACCORD HLTHCARE,DIMETHYL FUMARATE,"CAPSULE, DELAYED RELEASE",ORAL,Prescription,hepatitis,3705.2
ANDA210523,ASCENT PHARMS INC,SODIUM OXYBATE,SOLUTION,ORAL,Prescription,other,948.44
NDA020098,ABBVIE,MIVACRON,SOLUTION,INTRAVENOUS,Discontinued,other,14.73
NDA020098,ABBVIE,MIVACRON IN DEXTROSE 5% IN PLASTIC CONTAINER,INJECTABLE,INJECTION,Discontinued,hepatitis,2229.8
ANDA210544,CHARTWELL RX,TETRABENAZINE,TABLET,ORAL,Prescription,cancer,64847.54
ANDA210577,AMNEAL PHARMS CO,HYDROXYCHLOROQUINE SULFATE,TABLET,ORAL,Prescription,other,702.07
NDA210598,MYLAN IRELAND LTD,YUPELRI,SOLUTION,INHALATION,Prescription,other,176.91
ANDA210619,AMNEAL,TRIENTINE HYDROCHLORIDE,CAPSULE,ORAL,Discontinued,other,972.21
NDA210655,INDIVIOR,PERSERIS KIT,"FOR SUSPENSION, EXTENDED RELEASE",SUBCUTANEOUS,Prescription,hepatitis,3095.56
NDA020124,US ARMY,DIAZEPAM,INJECTABLE,INJECTION,Discontinued,chronic respiratory,863.49
NDA210737,NORDIC GRP,REDITREX,SOLUTION,SUBCUTANEOUS,Discontinued,other,21.5
ANDA210739,AMNEAL,ARSENIC TRIOXIDE,INJECTABLE,INJECTION,Prescription,infc respiratory,3927.16
ANDA210740,AUROBINDO PHARMA LTD,DOFETILDE,CAPSULE,ORAL,Prescription,other,80.63
NDA020132,GLAXOSMITHKLINE,IMITREX,TABLET,ORAL,Prescription,cardiovascular,1453.46
NDA020134,Q BIOMED,METASTRON,INJECTABLE,INJECTION,Prescription,other,575.26
NDA210807,MSD MERCK CO,DELSTRIGO,TABLET,ORAL,Prescription,chronic respiratory,3037.35
ANDA210822,DEXCEL LTD,ISOSORBIDE MONONITRATE,"TABLET, EXTENDED RELEASE",ORAL,Prescription,other,687.2
ANDA210835,XIROMED,TESTOSTERONE,"GEL, METERED",TRANSDERMAL,Prescription,chronic respiratory,1997.89
ANDA210857,ZYDUS PHARMS USA INC,LEVOMILNACIPRAN,"CAPSULE, EXTENDED RELEASE",ORAL,None (Tentative Approval),other,774.12
ANDA210897,LUPIN,BUDESONIDE,SUSPENSION,INHALATION,Prescription,chronic respiratory,4873.08
ANDA210924,ACTAVIS ELIZABETH,METHYLPHENIDATE,"TABLET, ORALLY DISINTEGRATING, EXTENDED RELEASE",ORAL,Discontinued,other,271.82
ANDA210927,PRINSTON INC,GLYCOPYRROLATE,INJECTABLE,INJECTION,Prescription,other,703.33
ANDA210928,AUROBINDO PHARMA USA,AZELAIC ACID,"AEROSOL, FOAM",TOPICAL,Discontinued,tuberculosis,4645.92
ANDA210980,RISING,DESOXIMETASONE,CREAM,TOPICAL,Prescription,diabetes,152.94
ANDA210984,NOVAST LABS,DECITABINE,INJECTABLE,INTRAVENOUS,Discontinued,other,681.43
ANDA211021,JIANGSU HANSOH PHARM,ICATIBANT ACETATE,INJECTABLE,SUBCUTANEOUS,Prescription,other,224.55
ANDA211022,APOTEX,LENALIDOMIDE,CAPSULE,ORAL,Prescription,chronic respiratory,2698.89
ANDA211034,DR REDDYS,ALBENDAZOLE,TABLET,ORAL,Prescription,chronic respiratory,2834.49
NDA211039,BAUSCH LOMB IRELAND,FLUORESCEIN SODIUM AND BENOXINATE HYDROCHLORIDE,SOLUTION/DROPS,OPHTHALMIC,Prescription,other,700.43
ANDA211041,NOVITIUM PHARMA,NITISINONE,CAPSULE,ORAL,Prescription,cardiovascular,9968.37
ANDA211045,PURACAP LABS BLU,DARIFENACIN HYDROBROMIDE,"TABLET, EXTENDED RELEASE",ORAL,Prescription,cancer,3557.65
ANDA211080,PRINSTON INC,FENOFIBRATE,TABLET,ORAL,Prescription,diabetes,59.78
ANDA211099,GLAND,VORICONAZOLE,POWDER,INTRAVENOUS,Prescription,cardiovascular,825.6
ANDA211137,MACLEODS PHARMS LTD,DOXYCYCLINE HYCLATE,CAPSULE,ORAL,Prescription,other,743.24
ANDA211139,AMNEAL PHARMS,AMPHETAMINE SULFATE,TABLET,ORAL,Prescription,diabetes,70.45
ANDA211148,MYLAN LABS LTD,EMTRICITABINE AND TENOFOVIR ALAFENAMIDE,TABLET,ORAL,None (Tentative Approval),chronic respiratory,3131.14
ANDA211157,XIROMED,ENILLORING,RING,VAGINAL,Prescription,other,325.34
ANDA211166,MACLEODS PHARMS LTD,SILODOSIN,CAPSULE,ORAL,Prescription,diabetes,118.6
ANDA211186,HETERO LABS LTD V,ESLICARBAZEPINE ACETATE,TABLET,ORAL,Prescription,other,216.45
ANDA211194,FRESENIUS KABI USA,DEXTROSE 5% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER,INJECTABLE,INJECTION,Prescription,other,866.24
ANDA211195,APOTEX,MACITENTAN,TABLET,ORAL,Discontinued,diabetes,137.92
ANDA211219,JUBILANT GENERICS,ESLICARBAZEPINE ACETATE,TABLET,ORAL,Prescription,chronic respiratory,4725.59
NDA211230,AXSOME MALTA,SUNOSI,TABLET,ORAL,Prescription,other,575.02
ANDA211232,SCIEGEN PHARMS,ETHACRYNIC ACID,TABLET,ORAL,Prescription,chronic respiratory,663.34
ANDA211242,MYLAN LABS LTD,NOREPINEPHRINE BITARTRATE,INJECTABLE,INJECTION,Prescription,chronic respiratory,895.81
NDA211281,BRAINTREE LABS,PIZENSY,SOLUTION,ORAL,Prescription,other,989.08
ANDA211282,SCIEGEN PHARMS,FLUOXETINE HYDROCHLORIDE,TABLET,ORAL,Prescription,cancer,72611.41
ANDA211297,ENCUBE,TAVABOROLE,SOLUTION,TOPICAL,Prescription,cardiovascular,540.32
ANDA211320,INVENTIA,CHLORTHALIDONE,TABLET,ORAL,Prescription,hepatitis,3533.72
NDA020186,TEVA BRANDED PHARM,ZIAC,TABLET,ORAL,Prescription,chronic respiratory,2090.26
ANDA211364,IXORA LIFESCIENCE,CLOMIPRAMINE HYDROCHLORIDE,CAPSULE,ORAL,Prescription,other,307.9
ANDA211370,MICRO LABS,VERAPAMIL HYDROCHLORIDE,SOLUTION,INTRAVENOUS,Prescription,cancer,15575.27
NDA211379,DEXCEL,HEMADY,TABLET,ORAL,Prescription,cancer,84022.41
ANDA211390,AIZANT,ZILEUTON,"TABLET, EXTENDED RELEASE",ORAL,Prescription,other,64.78
NDA020195,CEPHALON,FENTANYL,TROCHE/LOZENGE,ORAL,Discontinued,other,290.55
ANDA211401,RISING,CLOBETASOL PROPIONATE,CREAM,TOPICAL,Prescription,diabetes,95.96
NDA020198,NORWICH,ADALAT CC,"TABLET, EXTENDED RELEASE",ORAL,Discontinued,diabetes,74.14
ANDA211422,CHIA TAI TIANQING,FULVESTRANT,SOLUTION,INTRAMUSCULAR,Prescription,other,508.68
NDA020200,ABBVIE,NALBUPHINE HYDROCHLORIDE,INJECTABLE,INJECTION,Discontinued,infc respiratory,107.93
ANDA211463,ARTHUR GRP,MELPHALAN HYDROCHLORIDE,INJECTABLE,INJECTION,Prescription,other,301.67
ANDA211506,MACLEODS PHARMACEUTICALS LTD,DAPAGLIFLOZIN,TABLET,ORAL,None (Tentative Approval),chronic respiratory,4671.47
ANDA211510,TEVA PHARMS USA,LIOTHYRONINE SODIUM,TABLET,ORAL,Prescription,other,311.22
ANDA211519,ZYDUS PHARMS,COLCHICINE,TABLET,ORAL,Prescription,other,361.1
ANDA211525,AMNEAL,OFLOXACIN,SOLUTION/DROPS,OTIC,Prescription,cancer,47421.87
NDA211530,HOSPIRA,BENDAMUSTINE HYDROCHLORIDE,SOLUTION,INTRAVENOUS,Discontinued,cardiovascular,5638.85
ANDA211546,SPECGX LLC,"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE","CAPSULE, EXTENDED RELEASE",ORAL,Prescription,diabetes,171.31
ANDA211554,ZYDUS PHARMS,TRIENTINE HYDROCHLORIDE,CAPSULE,ORAL,Prescription,other,191.13
ANDA211590,SOMERSET THERAPS LLC,ISOPROTERENOL HYDROCHLORIDE,INJECTABLE,INJECTION,Prescription,chronic respiratory,4365.14
ANDA211621,HIBROW HLTHCARE,ALOSETRON HYDROCHLORIDE,TABLET,ORAL,Prescription,cardiovascular,7587.62
ANDA211622,LANNETT CO INC,SOLIFENACIN SUCCINATE,TABLET,ORAL,Discontinued,diabetes,158.4
ANDA211624,GENEYORK PHARMS,FOSAPREPITANT DIMEGLUMINE,POWDER,INTRAVENOUS,Discontinued,other,87.72
ANDA211625,UMEDICA,SUCCINYLCHOLINE CHLORIDE,INJECTABLE,INJECTION,Prescription,other,22.62
